Price,Close,High,Low,Open,Volume
Ticker,LT.NS,LT.NS,LT.NS,LT.NS,LT.NS
Date,,,,,
2021-06-03,1419.8416748046875,1423.7417163109646,1384.4595557430196,1390.943946899366,3025466
2021-06-04,1444.933349609375,1454.0490092579873,1425.527211273346,1427.4536575304141,5677538
2021-06-07,1463.9635009765625,1474.9586870992732,1447.940488785094,1452.3573309704393,3131245
2021-06-08,1455.8345947265625,1487.6455650728958,1452.9213509285498,1466.9707688432031,3945382
2021-06-09,1427.7825927734375,1461.3321005782852,1422.1440123210455,1456.6332835346252,3025732
2021-06-10,1428.158447265625,1441.5971102822614,1423.7416050049712,1433.1392393614396,1584311
2021-06-11,1412.887451171875,1435.1599159450725,1408.376655001127,1429.3803472189857,1909384
2021-06-14,1424.446533203125,1427.9706463481104,1388.970460876938,1412.8873962006828,2005404
2021-06-15,1419.7945556640625,1431.9174114519353,1415.142658118224,1428.440332844395,1831871
2021-06-16,1401.0933837890625,1424.6814240002398,1398.368046775961,1415.1428018129945,1504791
2021-06-17,1397.9453125,1409.5043353165588,1391.0849927088523,1391.7898153702483,1675778
2021-06-18,1387.0908203125,1401.140237680134,1372.1485588575604,1397.9451337973599,4649835
2021-06-21,1378.6800537109375,1380.888474936667,1360.072690994414,1372.0546753165274,1970012
2021-06-22,1408.8934326171875,1414.156200137783,1381.0295358386443,1381.546336947727,3862264
2021-06-23,1390.1451416015625,1416.2235784306606,1387.1848636667069,1414.3440514519868,1818874
2021-06-24,1413.4512939453125,1422.0500379281498,1392.7294635301917,1400.247571295537,2762042
2021-06-25,1432.0584716796875,1437.1802511742524,1416.6933626304224,1419.5126529043137,2099002
2021-06-28,1423.224853515625,1435.911661361334,1419.3718459281517,1434.079168337179,1173658
2021-06-29,1419.8885498046875,1437.6501010806985,1413.3102059778105,1421.8620300093082,2174022
2021-06-30,1410.162109375,1431.6356815471493,1405.4162580030468,1424.6814089820252,2139362
2021-07-01,1402.4090576171875,1412.4644807549691,1390.9909086317125,1406.9198533960534,2060651
2021-07-02,1396.1595458984375,1410.2559971785674,1386.6209242554403,1409.6451280129857,1814564
2021-07-05,1417.1163330078125,1422.8019481060905,1398.3680969497113,1400.2476239617404,1605396
2021-07-06,1414.81396484375,1427.500772233581,1409.6452655367818,1415.283846598929,1072506
2021-07-07,1425.1041259765625,1428.158356949266,1404.946247443603,1404.946247443603,1096808
2021-07-08,1410.302978515625,1432.1995130202101,1406.8258996005607,1412.4644803604829,1456033
2021-07-09,1409.2691650390625,1412.323396074634,1396.018524105102,1407.6716131534943,1248405
2021-07-12,1410.3499755859375,1424.6813679748666,1401.7511172091367,1413.7801350683703,865284
2021-07-13,1422.426025390625,1423.7417172476983,1410.913922396378,1423.7417172476983,995833
2021-07-14,1451.6524658203125,1456.5393042893245,1417.1631952187822,1422.3789279315713,4010254
2021-07-15,1512.408203125,1527.1155232617014,1456.5862342850992,1456.6332683419305,9066480
2021-07-16,1521.2420654296875,1525.0481532408926,1499.0166371751016,1512.4082661680734,4157388
2021-07-19,1512.64306640625,1540.648060145158,1501.3659061973804,1503.6213611825956,3027093
2021-07-20,1494.552734375,1524.9071387750344,1486.7057327492544,1512.8781210934644,1847026
2021-07-22,1543.2322998046875,1547.9311162248111,1495.6803005764746,1513.0188872798522,3231269
2021-07-23,1514.6636962890625,1546.8035594532614,1510.0588325751426,1544.971066666182,2259058
2021-07-26,1501.3658447265625,1529.2768839310688,1496.8550496580249,1514.663518538512,2219416
2021-07-27,1511.3746337890625,1521.4770913132238,1488.8203100141907,1513.1602073646845,3984778
2021-07-28,1515.1285400390625,1521.8764768886033,1475.972083019454,1513.465339044031,4119892
2021-07-29,1516.8392333984375,1527.6262561220367,1507.3352281766429,1514.9384323540785,1672177
2021-07-30,1522.01904296875,1544.3060073584293,1506.38499900679,1518.7402072005366,2536568
2021-08-02,1533.8988037109375,1537.7479720497208,1522.5891308452444,1526.6283328731872,1083353
2021-08-03,1553.287109375,1557.4213285475553,1530.430045849833,1544.4008874717624,1777140
2021-08-04,1542.690185546875,1562.7437307338848,1533.5663631199316,1558.6569618057983,2067087
2021-08-05,1546.681884765625,1551.8615213785906,1529.0044576645591,1539.6488974629642,1831728
2021-08-06,1530.4775390625,1557.7065386738177,1528.5292874978588,1546.3017318012821,1192143
2021-08-09,1518.21728515625,1543.4504657156983,1511.1368475911086,1539.6488635833937,1223794
2021-08-10,1509.663818359375,1530.049981266805,1494.0297745674147,1526.3433956458448,1429931
2021-08-11,1504.769287109375,1518.6451123962663,1485.2385087530881,1511.32695830923,1370930
2021-08-12,1542.927734375,1546.3017027510166,1503.5336777824882,1511.1368822213376,1645811
2021-08-13,1585.6483154296875,1593.6317033263667,1544.4009079765895,1545.3513085353443,5439442
2021-08-16,1573.9583740234375,1593.8693357419647,1571.3447724339362,1590.970567572785,1794407
2021-08-17,1557.4688720703125,1582.4168860394022,1544.448431186054,1575.7640823143115,1838525
2021-08-18,1551.861572265625,1578.7103887962264,1546.3967689009894,1565.309763748694,1570228
2021-08-20,1514.558349609375,1542.5001500217813,1511.136930705257,1538.6035308249889,2416059
2021-08-23,1502.345703125,1538.698524978254,1490.1330789865883,1520.7359309770366,1973841
2021-08-24,1526.1533203125,1533.3287751880684,1504.294106649626,1511.1369445204207,1580003
2021-08-25,1514.7486572265625,1545.3515128584352,1511.137088219503,1534.8495388893684,1795313
2021-08-26,1516.6016845703125,1523.4445221552032,1506.384878611277,1514.7484498956483,2051262
2021-08-27,1556.8511962890625,1584.0326301871237,1518.7877219508207,1524.442559102309,4903187
2021-08-30,1577.760009765625,1601.3774414262127,1563.5040007935563,1565.0246185474373,3345934
2021-08-31,1589.2598876953125,1592.871456496992,1563.40903695558,1577.7126128489012,3264644
2021-09-01,1602.7554931640625,1632.7881270118999,1589.2597358925007,1589.3073023257566,3530101
2021-09-02,1602.5654296875,1625.1850101532214,1598.5737936127007,1604.1811803011642,2400278
2021-09-03,1607.6025390625,1619.767712574896,1589.16474508915,1612.8297421159104,2336258
2021-09-06,1610.168701171875,1630.8874813151428,1606.3670986513268,1615.6810712329504,1850835
2021-09-07,1598.2884521484375,1620.4328298958094,1596.150051053267,1610.1684582327175,1734879
2021-09-08,1583.89013671875,1610.643820295918,1575.76416533442,1598.5737793078977,1644392
2021-09-09,1587.216552734375,1597.2432093557652,1573.1030111514378,1573.1030111514378,1225239
2021-09-13,1588.7845458984375,1592.5386976635045,1578.1401061924853,1579.6132734446508,1578773
2021-09-14,1612.3070068359375,1614.5405409966731,1592.301144369108,1592.871361510185,1407269
2021-09-15,1631.8377685546875,1639.0607896386864,1612.8297572727458,1615.680958965037,2757989
2021-09-16,1635.8770751953125,1642.7674797240945,1624.4722676993974,1624.8048847148882,2128381
2021-09-17,1631.0775146484375,1655.3127307111897,1621.478491489468,1638.4906859680307,3473932
2021-09-20,1619.815185546875,1648.9449861714284,1615.6333998427826,1615.8709999848822,1820374
2021-09-21,1635.54443359375,1644.9058564027825,1608.4580161981244,1614.350453576156,2029747
2021-09-22,1626.04052734375,1644.1931569134683,1621.3835408638017,1635.544534031111,1487933
2021-09-23,1681.9239501953125,1686.9611199456563,1629.984648526167,1633.0734505767716,3702946
2021-09-24,1681.0208740234375,1720.224894407023,1663.2008647581713,1691.7128795825972,3612494
2021-09-27,1653.3167724609375,1694.3265793688959,1650.8457542357437,1684.1097734632917,1650711
2021-09-28,1650.98828125,1671.8020757746851,1633.738488663936,1658.7340686664077,1442615
2021-09-29,1635.639404296875,1655.5978165515144,1631.4576185260971,1646.0938107159718,1698747
2021-09-30,1618.484619140625,1648.2322036611274,1612.8297821034646,1634.6414289790216,1792078
2021-10-01,1612.734619140625,1627.5608436224575,1603.8008313068012,1613.3048362330637,1563937
2021-10-04,1630.1746826171875,1638.4431217021001,1600.5222293309125,1612.3546707827188,1588493
2021-10-05,1631.5526123046875,1653.696991994571,1621.383372610769,1629.4617774567193,1705242
2021-10-06,1610.9764404296875,1649.8002782901506,1606.1768714194666,1631.5525187805877,1845661
2021-10-07,1627.5135498046875,1643.527893600436,1615.681108095797,1625.1851146140077,1378863
2021-10-08,1641.2467041015625,1654.6473284174863,1634.6889172188835,1653.6969278842193,1755402
2021-10-11,1631.74267578125,1660.2071249453134,1629.9368915903447,1647.7569013380526,1528151
2021-10-12,1632.978271484375,1639.9638087367525,1615.681026896818,1625.660233239416,1671988
2021-10-13,1665.1492919921875,1676.411515049255,1638.5380772001406,1641.3417123523127,2105025
2021-10-14,1700.5518798828125,1727.7333144773747,1679.7855334730561,1686.961104577681,4440909
2021-10-18,1699.743896484375,1720.7002759951517,1693.6138590573655,1717.5164572073584,1918546
2021-10-19,1754.487060546875,1791.5051172259816,1712.6694344683906,1720.03503906176,6639827
2021-10-20,1717.0888671875,1775.9662590956657,1707.2047928990673,1762.9932665724625,3295376
2021-10-21,1716.185791015625,1735.906602403455,1702.2149493543789,1724.9769960921276,2774633
2021-10-22,1703.35546875,1740.658692155461,1692.996079047,1725.9274829125402,1520637
2021-10-25,1695.6572265625,1722.8862265199737,1673.0376462381355,1703.3554480961882,2488386
2021-10-26,1707.156982421875,1722.0307741844579,1693.18614078829,1696.4649762689196,1930107
2021-10-27,1696.0374755859375,1724.0267274841826,1687.0561201029086,1711.6715194040864,1408879
2021-10-28,1724.2642822265625,1769.6459107101332,1702.1674683575986,1710.2934398640773,6379424
2021-10-29,1679.0252685546875,1734.3861043409086,1649.7054328049533,1731.629919356137,3984689
2021-11-01,1706.3016357421875,1715.473024422154,1664.341427481853,1687.9114079632939,2316925
2021-11-02,1725.594970703125,1733.9584268492165,1706.3493574589013,1710.7211772643248,1687119
2021-11-03,1795.7818603515625,1820.0170746616789,1727.8282202271187,1727.8282202271187,11580233
2021-11-04,1814.26708984375,1825.576879631333,1805.7610512978608,1805.7610512978608,764191
2021-11-08,1829.0936279296875,1856.98786396518,1817.3560870218212,1848.1016410394889,3674523
2021-11-09,1847.1986083984375,1866.681820966781,1834.5583498537615,1837.5995854093692,3550645
2021-11-10,1853.4237060546875,1857.0827250682898,1836.1739124011956,1836.8391463979613,3208195
2021-11-11,1835.8887939453125,1883.456390416093,1830.138939920561,1851.2377868495848,7061537
2021-11-12,1862.7376708984375,1867.5372404927532,1832.4674339948633,1843.7772247104026,2026320
2021-11-15,1850.4775390625,1876.5659891886226,1846.6283702170138,1863.9731812085015,1127678
2021-11-16,1858.3182373046875,1881.7455179926944,1847.5786647095129,1853.2810679956533,2279531
2021-11-17,1856.037353515625,1880.7477690966198,1847.1511311155991,1852.3307679753361,2166686
2021-11-18,1802.9100341796875,1857.0828712636317,1799.1084315773053,1856.0374537511175,1883794
2021-11-22,1772.02197265625,1805.7611949835748,1746.6937726918927,1804.097993882932,2407464
2021-11-23,1792.7880859375,1801.5792911801914,1753.0138454210025,1758.2410485382786,2028470
2021-11-24,1770.1209716796875,1808.0419756989431,1754.3917966391577,1800.0585881134648,1361828
2021-11-25,1758.14599609375,1774.255238968243,1747.0262400781398,1762.9930156830555,1930012
2021-11-26,1689.954833984375,1750.4002883650653,1680.8784619346125,1729.7290755121046,2796595
2021-11-29,1679.595458984375,1701.2646390530358,1649.0876229523196,1689.812265426068,2111420
2021-11-30,1677.219482421875,1709.6756865711586,1664.4366405785024,1679.5954839552678,3385628
2021-12-01,1697.41552734375,1705.0187323934422,1674.6534786325153,1676.506713457097,1359786
2021-12-02,1700.4566650390625,1705.0186342124643,1675.5562163414575,1697.367863165489,2813690
2021-12-03,1711.908935546875,1753.2989245724793,1707.4420995120288,1710.6733684653957,3612772
2021-12-06,1694.2314453125,1730.6792806558497,1689.8120598605715,1709.770470016405,1566109
2021-12-07,1708.9154052734375,1720.2251963420317,1684.2049880884138,1701.407216848693,2097201
2021-12-08,1734.528564453125,1749.6874067692652,1712.6217854417253,1712.6217854417253,3433206
2021-12-09,1786.5631103515625,1790.697329795599,1737.284745985879,1743.9851166824099,3791595
2021-12-10,1780.48046875,1797.064912455173,1768.7430447968973,1786.563055661637,1771926
2021-12-13,1769.170654296875,1802.1970739782162,1763.0406170500692,1799.7735061276962,1857829
2021-12-14,1773.162353515625,1781.0507249041373,1754.6295418103791,1758.2411104976807,1685243
2021-12-15,1787.5135498046875,1804.5731946925378,1771.2141558107758,1773.4475740862542,2176709
2021-12-16,1780.95556640625,1813.364201094796,1773.7325456217986,1798.1577926998712,2469902
2021-12-17,1755.4847412109375,1781.7157718207118,1740.8485503005963,1773.9225341231502,2352938
2021-12-20,1710.1031494140625,1738.9003315250652,1683.634518182327,1730.6793438385648,2488158
2021-12-21,1736.9046630859375,1760.3319450653976,1722.6010876484258,1727.7332740920076,2077840
